,file_index,best_score,epoch_no
0,1,0.738051176071167,3
1,2,0.8057482838630676,1
2,3,0.8629697561264038,2
3,4,0.8393460512161255,1
4,5,0.8211154937744141,1
5,6,0.622541069984436,12
6,7,0.8439879417419434,1
7,8,0.5449552536010742,1
8,9,0.5399847626686096,2
9,10,0.9366222620010376,1
10,11,0.5500533580780029,1
11,12,0.5417544841766357,3
12,13,0.8878096342086792,2
13,14,0.7229611873626709,32
14,15,0.89586341381073,0
15,16,0.6435909867286682,49
16,17,0.6608805656433105,1
17,18,0.9391191005706787,0
18,19,0.7699867486953735,1
19,20,0.8191488981246948,3
20,21,0.2505485415458679,49
21,22,0.8734173774719238,2
22,23,0.9297363758087158,0
23,24,0.8386016488075256,0
24,25,0.8487258553504944,1
25,26,0.6269006729125977,1
26,27,0.7898566722869873,9
27,28,0.5599092245101929,1
28,29,0.7307981848716736,12
29,30,0.8378700613975525,0
30,31,0.7964802384376526,2
31,32,0.7215137481689453,0
32,33,0.4657142460346222,5
33,34,0.9107375144958496,2
34,35,0.8900827169418335,1
35,36,0.5968846678733826,1
36,37,0.7908649444580078,1
37,38,0.42209652066230774,3
38,39,0.640741229057312,0
39,40,0.5365197062492371,1
40,41,0.5388902425765991,45
41,42,0.9298919439315796,1
42,43,0.6961464285850525,7
43,44,0.7110920548439026,1
44,45,0.6606778502464294,49
45,46,0.4643529951572418,3
46,47,0.8979992270469666,0
47,48,0.6906023621559143,39
48,49,0.598551869392395,11
49,50,0.5607428550720215,1
50,51,0.610558271408081,24
51,52,0.35720035433769226,4
52,53,0.8990167379379272,2
53,54,0.2513308823108673,1
54,55,0.8545516729354858,7
55,56,0.8386365175247192,1
56,57,0.702229380607605,5
57,58,0.7913261651992798,4
58,59,0.6821954250335693,2
59,60,0.631136953830719,49
60,61,0.7194478511810303,1
61,62,0.5286616683006287,1
62,63,0.8325088024139404,2
63,64,0.7894649505615234,4
64,65,0.9434594511985779,0
65,66,0.8978416919708252,3
66,67,0.7325079441070557,2
67,68,0.7246203422546387,1
68,69,0.8184354305267334,1
69,70,0.5773832201957703,8
70,71,0.6735286712646484,4
71,72,0.9725440740585327,0
72,73,0.6381601095199585,49
73,74,0.7231298685073853,1
74,75,0.8355462551116943,0
75,76,0.7832064628601074,1
76,77,0.6331955790519714,3
77,78,0.7317553758621216,1
78,79,0.8884081840515137,1
79,80,0.6977382302284241,2
80,81,0.7196727395057678,26
81,82,0.6261683106422424,49
82,83,0.2733742594718933,49
83,84,0.764889121055603,30
84,85,0.8085247874259949,0
85,86,0.8007941246032715,1
86,87,0.6618842482566833,49
87,88,0.8342633843421936,1
88,89,0.7159298658370972,0
89,90,0.8510189652442932,0
