,0,1,2,3
0,25.222604751586914,35.380008697509766,20.574626922607422,25.231842041015625
1,21.127824783325195,22.862693786621094,20.815418243408203,21.540958404541016
2,20.593358993530273,20.496986389160156,22.227495193481445,21.278968811035156
3,22.817934036254883,24.000751495361328,28.799898147583008,20.61771583557129
4,22.899005889892578,22.069480895996094,23.611181259155273,19.88678550720215
5,25.54015350341797,18.876079559326172,23.846168518066406,28.25676918029785
6,22.1766357421875,24.24994659423828,24.127593994140625,21.854398727416992
7,27.141468048095703,25.677602767944336,23.106708526611328,22.676151275634766
8,25.45464515686035,24.81416893005371,25.353527069091797,25.54433822631836
9,34.53096008300781,27.91498374938965,22.662181854248047,26.559200286865234
10,23.812644958496094,26.542041778564453,26.169231414794922,23.06351661682129
11,21.5914249420166,21.482189178466797,21.559144973754883,28.143522262573242
12,29.786222457885742,21.481916427612305,24.329792022705078,20.782169342041016
13,19.583017349243164,21.8961124420166,27.018918991088867,22.180957794189453
14,19.270112991333008,26.065465927124023,21.33568000793457,28.95348358154297
15,21.497814178466797,23.73752212524414,28.252845764160156,19.08905792236328
16,20.046146392822266,26.199604034423828,26.164230346679688,29.16395378112793
17,23.247386932373047,25.766719818115234,23.89453125,22.039077758789062
18,21.608007431030273,20.547679901123047,23.08449935913086,21.17384147644043
19,30.245361328125,28.053707122802734,21.17987823486328,25.191612243652344
20,24.31248664855957,25.628589630126953,25.033809661865234,20.335819244384766
21,22.628183364868164,25.25806427001953,24.82611083984375,19.570209503173828
22,25.033687591552734,18.109716415405273,18.39116668701172,22.965946197509766
23,26.965150833129883,22.631420135498047,21.736318588256836,28.066558837890625
24,25.65450668334961,26.87457847595215,26.669912338256836,25.74070930480957
25,23.90286636352539,25.134170532226562,18.137399673461914,21.508724212646484
26,20.3099365234375,25.43685531616211,30.34529685974121,31.012210845947266
27,25.5965633392334,25.600666046142578,25.712053298950195,20.581233978271484
28,22.001096725463867,25.4696044921875,19.592041015625,27.854900360107422
29,19.311368942260742,28.709976196289062,26.59345817565918,22.356273651123047
30,24.02278709411621,21.500484466552734,21.513500213623047,25.11530876159668
31,25.28916358947754,18.369651794433594,28.05325698852539,20.509679794311523
32,21.35219955444336,19.86513900756836,20.30963706970215,25.236587524414062
33,20.147808074951172,26.091354370117188,22.418766021728516,24.27860450744629
34,25.09259796142578,25.253267288208008,25.24503517150879,21.169139862060547
35,18.129880905151367,26.253673553466797,19.889095306396484,20.924957275390625
36,27.96744155883789,23.826616287231445,24.299732208251953,26.068389892578125
37,20.302082061767578,24.340599060058594,28.08681297302246,19.935535430908203
38,26.445539474487305,28.279809951782227,26.127777099609375,30.641267776489258
39,25.701072692871094,27.67063331604004,26.383132934570312,25.509729385375977
40,22.889013290405273,25.207374572753906,25.27623748779297,26.422042846679688
41,27.13268280029297,22.23528289794922,26.015470504760742,25.252098083496094
42,25.129526138305664,23.145233154296875,21.817832946777344,23.925382614135742
43,23.185867309570312,23.547914505004883,25.237945556640625,27.054357528686523
44,19.130733489990234,26.756797790527344,29.21332550048828,26.64468002319336
45,22.3508243560791,24.957653045654297,22.005083084106445,23.667842864990234
46,25.286449432373047,21.665050506591797,28.144241333007812,21.678382873535156
47,18.354320526123047,19.086742401123047,25.150888442993164,23.93639373779297
48,20.59579849243164,26.260196685791016,24.345626831054688,36.54975509643555
49,21.258066177368164,22.122180938720703,26.177940368652344,24.296878814697266
50,24.867708206176758,27.779705047607422,27.70584487915039,25.703250885009766
51,19.6506290435791,19.573490142822266,27.88408088684082,25.27444839477539
52,20.768917083740234,19.538127899169922,21.52679443359375,23.722055435180664
53,18.653684616088867,30.763103485107422,18.896207809448242,24.511354446411133
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
