,0,1,2,3
0,0.6374799013137817,0.18937243521213531,0.5027881860733032,0.7174939513206482
1,0.7565382719039917,0.5390858054161072,0.6816004514694214,0.6972512006759644
2,0.7715309262275696,0.5364311933517456,0.3928889334201813,0.5317893624305725
3,0.3875124454498291,0.42994073033332825,0.7054864764213562,0.9230537414550781
4,0.36294811964035034,0.5087212324142456,0.6689139604568481,0.5274248719215393
5,0.3726955056190491,0.39486807584762573,0.692209780216217,0.511745810508728
6,0.6896119713783264,0.7164326906204224,0.7369872331619263,0.369437038898468
7,0.2262973189353943,0.7095035314559937,0.6588936448097229,0.6861359477043152
8,0.7113409638404846,0.64809250831604,0.8795002102851868,0.8245295286178589
9,0.3457350730895996,0.5392399430274963,0.746385931968689,0.5709288120269775
10,0.7051956057548523,0.7810423374176025,0.6218490600585938,0.7687488794326782
11,0.7475851774215698,0.6128148436546326,0.67050701379776,0.7784863710403442
12,0.9238339066505432,0.7972626090049744,0.724001944065094,0.908263087272644
13,0.5585346221923828,0.14380550384521484,0.45689257979393005,0.5316485166549683
14,0.6256659030914307,0.9708008170127869,0.21749593317508698,0.7706429362297058
15,0.718459963798523,0.6696751117706299,0.7636297345161438,0.6422853469848633
16,0.4652661085128784,0.3739672303199768,0.5045414566993713,0.7364252209663391
17,0.8005259037017822,0.47809070348739624,0.5568276643753052,0.46174001693725586
18,0.7946364283561707,0.6943862438201904,0.8046191334724426,0.5058386921882629
19,0.8355627059936523,0.341047078371048,0.7236255407333374,0.11894166469573975
20,0.6952221393585205,0.8205559849739075,0.9063726663589478,0.5856145024299622
21,0.7810652852058411,0.5689609050750732,0.29671329259872437,0.7233584523200989
22,0.5766530632972717,0.5320050716400146,0.6604921817779541,0.6416986584663391
23,0.671031653881073,0.7763909101486206,0.7814556956291199,0.5681601762771606
24,0.517702043056488,0.7984123826026917,0.11916591972112656,0.6903838515281677
25,0.7783883213996887,0.6514660120010376,0.5317366123199463,0.8815709352493286
26,0.4071783125400543,0.6657784581184387,0.4336183965206146,0.698644757270813
27,0.6961246132850647,0.5440151691436768,0.6907893419265747,0.6923311948776245
28,0.4318690598011017,0.7437836527824402,0.8605954647064209,0.8603327870368958
29,0.5256829857826233,0.7652098536491394,0.1668543666601181,0.7960088849067688
30,0.6829804182052612,0.5699743628501892,0.8326867818832397,0.5413528084754944
31,0.8194676041603088,0.6767083406448364,0.5873592495918274,0.4574591815471649
32,0.530420184135437,0.5086953639984131,0.6780170798301697,0.6859118342399597
33,0.9596511721611023,0.6754176616668701,0.6830142736434937,0.4283217787742615
34,0.6811894178390503,0.6419783234596252,0.4006582200527191,0.45245784521102905
35,0.12108182907104492,0.7321817874908447,0.8312720060348511,0.9611420035362244
36,0.6976338624954224,0.9316010475158691,0.4282810389995575,0.7849094867706299
37,0.7211710214614868,0.27129748463630676,0.782794177532196,0.8266497254371643
38,0.4354211688041687,0.6746629476547241,0.5100539922714233,0.7943103313446045
39,0.5992609262466431,0.7446996569633484,0.6409832239151001,0.39305779337882996
40,0.5322993993759155,0.8239173889160156,0.5899202823638916,0.5218678116798401
41,0.5669909119606018,0.7001187205314636,0.4576999545097351,0.2993280291557312
42,0.6684567928314209,0.9163408875465393,0.779121994972229,0.6208668351173401
43,0.3941446840763092,0.7104275226593018,0.7269085645675659,0.16760876774787903
44,0.6572678089141846,0.8305037617683411,0.4643981158733368,0.7537282705307007
45,0.6747946739196777,0.7006688714027405,0.5575252175331116,0.5216864347457886
46,0.50748211145401,0.499560683965683,0.7971392273902893,0.6712847352027893
47,0.8816275596618652,0.6852984428405762,0.6720602512359619,0.35614466667175293
48,0.5048688650131226,0.38752904534339905,0.6333964467048645,0.7116367220878601
49,0.78549724817276,0.4953242540359497,0.35586047172546387,0.6709392666816711
50,0.722597062587738,0.6716539263725281,0.3847074806690216,0.37235191464424133
51,0.5757260322570801,0.6764328479766846,0.5226747989654541,0.4347051978111267
52,0.695854663848877,0.8508449792861938,0.5325477123260498,0.7157249450683594
53,0.46087050437927246,0.7750257253646851,0.5590652823448181,0.6950596570968628
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
