,0
0,tensor(0.3107)
1,tensor(0.2919)
2,tensor(0.3126)
3,tensor(0.3022)
4,tensor(0.3222)
5,tensor(0.3630)
6,tensor(0.4594)
7,tensor(0.3184)
8,tensor(0.5797)
9,tensor(0.5052)
10,tensor(0.3097)
11,tensor(0.5612)
12,tensor(0.2011)
13,tensor(0.3447)
14,tensor(0.3186)
15,tensor(0.3258)
16,tensor(0.3132)
17,tensor(0.3537)
18,tensor(0.3064)
19,tensor(0.3673)
20,tensor(0.4090)
21,tensor(0.3035)
22,tensor(0.3091)
23,tensor(0.5670)
24,tensor(0.3673)
25,tensor(0.2980)
26,tensor(0.3161)
27,tensor(0.3144)
28,tensor(0.5035)
29,tensor(0.3180)
30,tensor(0.5612)
31,tensor(0.3034)
32,tensor(0.3923)
33,tensor(0.6321)
34,tensor(0.4134)
35,tensor(0.4282)
36,tensor(0.5351)
37,tensor(0.3422)
38,tensor(0.3870)
39,tensor(0.3936)
40,tensor(0.3128)
41,tensor(0.2858)
42,tensor(0.5491)
43,tensor(0.3095)
44,tensor(0.3085)
45,tensor(0.3123)
46,tensor(0.3844)
47,tensor(0.5516)
48,tensor(0.3712)
49,tensor(0.3981)
50,tensor(0.2971)
51,tensor(0.3152)
52,tensor(0.5573)
53,tensor(0.3846)
54,tensor(0.3121)
55,tensor(0.5576)
56,tensor(0.3130)
57,tensor(0.3182)
58,tensor(0.2831)
59,tensor(0.2576)
60,tensor(0.3206)
61,tensor(0.3908)
62,tensor(0.3021)
63,tensor(0.2875)
64,tensor(0.3865)
65,tensor(0.4221)
66,tensor(0.2489)
67,tensor(0.3107)
68,tensor(0.3562)
69,tensor(0.5595)
70,tensor(0.3397)
71,tensor(0.2875)
72,tensor(0.3929)
73,tensor(0.3540)
74,tensor(0.3005)
75,tensor(0.2953)
76,tensor(0.5110)
77,tensor(0.3852)
78,tensor(0.3096)
79,tensor(0.2853)
80,tensor(0.3070)
81,tensor(0.3128)
82,tensor(0.3148)
83,tensor(0.3515)
84,tensor(0.3067)
85,tensor(0.5356)
86,tensor(0.3791)
87,tensor(0.5697)
88,tensor(0.3066)
89,tensor(0.3048)
90,tensor(0.3537)
91,tensor(0.2489)
92,tensor(0.3004)
93,tensor(0.6790)
94,tensor(0.3162)
95,tensor(0.3784)
96,tensor(0.5436)
97,tensor(0.3214)
98,tensor(0.2877)
99,tensor(0.3382)
100,tensor(0.3515)
101,tensor(0.3076)
102,tensor(0.3435)
103,tensor(0.3089)
104,tensor(0.3146)
105,tensor(0.3805)
106,tensor(0.3480)
107,tensor(0.2930)
108,tensor(0.3147)
109,tensor(0.5747)
110,tensor(0.3173)
111,tensor(0.2936)
112,tensor(0.4010)
113,tensor(0.3103)
114,tensor(0.3109)
115,tensor(0.3203)
116,tensor(0.3108)
117,tensor(0.3191)
118,tensor(0.2940)
119,tensor(0.3032)
120,tensor(0.3562)
121,tensor(0.3311)
122,tensor(0.6118)
123,tensor(0.2814)
124,tensor(0.5740)
125,tensor(0.3947)
126,tensor(0.5616)
127,tensor(0.5513)
128,tensor(0.3749)
129,tensor(0.3500)
130,tensor(0.3802)
131,tensor(0.3181)
132,tensor(0.3994)
133,tensor(0.3097)
134,tensor(0.2848)
135,tensor(0.3379)
136,tensor(0.2809)
137,tensor(0.3147)
138,tensor(0.3866)
139,tensor(0.2896)
140,tensor(0.2716)
141,tensor(0.3408)
142,tensor(0.4054)
143,tensor(0.3130)
144,tensor(0.3478)
145,tensor(0.3125)
146,tensor(0.3894)
147,tensor(0.3203)
148,tensor(0.4178)
149,tensor(0.3109)
150,tensor(0.3122)
151,tensor(0.5553)
152,tensor(0.3193)
153,tensor(0.5234)
154,tensor(0.3226)
155,tensor(0.5675)
156,tensor(0.2964)
157,tensor(0.4014)
158,tensor(0.3075)
159,tensor(0.5680)
