,0
0,0.5717061758041382
1,0.9104317426681519
2,0.7853784561157227
3,0.5663248300552368
4,0.578502893447876
5,0.5262186527252197
6,0.6372759938240051
7,0.7904778718948364
8,0.8124679327011108
9,0.724126935005188
10,0.5765909552574158
11,0.5804893970489502
12,0.4235263466835022
13,0.5893636345863342
14,0.5847196578979492
15,0.5828927755355835
16,0.5737278461456299
17,0.589316189289093
18,0.7902104258537292
19,0.5979559421539307
20,0.6093742847442627
21,0.559410810470581
22,0.5691434144973755
23,0.6005672216415405
24,0.7638047933578491
25,0.565009593963623
26,0.6869357824325562
27,0.5733017921447754
28,0.7476403713226318
29,0.5861687660217285
30,0.5692013502120972
31,0.5650777816772461
32,0.5770976543426514
33,0.5931073427200317
34,0.7900043725967407
35,0.6277810335159302
36,0.5884844064712524
37,0.5790659189224243
38,0.5747814774513245
39,0.744640588760376
40,0.7580487728118896
41,0.5350271463394165
42,0.5662862062454224
43,0.5573452711105347
44,0.752190113067627
45,0.7527852058410645
46,0.7732223272323608
47,0.5665000081062317
48,0.5579198598861694
49,0.8214827179908752
50,0.734256386756897
51,0.5825318694114685
52,0.5751160383224487
53,0.7728598117828369
54,0.5760835409164429
55,0.7472816705703735
56,0.5830705165863037
57,0.793519139289856
58,0.7901409864425659
59,0.8346373438835144
60,0.5853275060653687
61,0.5785109996795654
62,0.5619386434555054
63,0.7545191049575806
64,0.753000020980835
65,0.6275046467781067
66,0.4738735556602478
67,0.7528558969497681
68,0.7654555439949036
69,0.5947895050048828
70,0.5867606401443481
71,0.7241466045379639
72,0.5728347301483154
73,0.8014723062515259
74,0.551842451095581
75,0.7369220852851868
76,0.5832796692848206
77,0.6021424531936646
78,0.5741404294967651
79,0.7515747547149658
80,0.7435908913612366
81,0.7755174040794373
82,0.5808178186416626
83,0.7598716020584106
84,0.5612033605575562
85,0.5855297446250916
86,0.571742594242096
87,0.7909864187240601
88,0.5728263258934021
89,0.7387722730636597
90,0.7652702331542969
91,0.47157418727874756
92,0.5670437812805176
93,0.6135541796684265
94,0.7541028261184692
95,0.6022058129310608
96,0.7588419318199158
97,0.5853153467178345
98,0.7469788789749146
99,0.5852373838424683
100,0.5891633629798889
101,0.7796821594238281
102,0.5243686437606812
103,0.5692105293273926
104,0.5801813006401062
105,0.6009994149208069
106,0.7955018281936646
107,0.5420421361923218
108,0.5757201910018921
109,0.606594979763031
110,0.5758117437362671
111,0.532507061958313
112,0.6079806089401245
113,0.572446346282959
114,0.5746715664863586
115,0.5861768126487732
116,0.7466316223144531
117,0.5735571980476379
118,0.735173761844635
119,0.5672667026519775
120,0.719556450843811
121,0.5202394723892212
122,0.581121027469635
123,0.5328361988067627
124,0.5788282155990601
125,0.6681458950042725
126,0.554938554763794
127,0.5973050594329834
128,0.5965017080307007
129,0.5850067138671875
130,0.5651842355728149
131,0.5818483829498291
132,0.5842843651771545
133,0.5769565105438232
134,0.5801832675933838
135,0.5776194334030151
136,0.7333312034606934
137,0.578542947769165
138,0.5787032842636108
139,0.5338170528411865
140,0.7098672389984131
141,0.584718644618988
142,0.5811272859573364
143,0.7388863563537598
144,0.5822268128395081
145,0.5823615789413452
146,0.5836808681488037
147,0.7557626962661743
148,0.6291013956069946
149,0.5703718662261963
150,0.5779998302459717
151,0.5966240167617798
152,0.7356295585632324
153,0.5835473537445068
154,0.5806931257247925
155,0.7491481900215149
156,0.7355939149856567
157,0.5630186200141907
158,0.5718454122543335
159,0.5849241018295288
160,0.6064289212226868
161,0.5535335540771484
162,0.5881692171096802
163,0.755782425403595
164,0.5699758529663086
165,0.7219115495681763
166,0.5605179071426392
167,0.5771602988243103
168,0.5536297559738159
169,0.7526323199272156
170,0.5737823247909546
171,0.5932748913764954
172,0.4767208695411682
173,0.681347131729126
174,0.7227226495742798
175,0.8143618702888489
176,0.7385050058364868
177,0.5872035026550293
178,0.7599436044692993
179,0.5869569778442383
180,0.712843656539917
181,0.7307527661323547
182,0.5846104621887207
183,0.5537152886390686
184,0.794113278388977
185,0.5816081762313843
186,0.7508785128593445
187,0.7370350956916809
188,0.7414255738258362
189,0.728242039680481
190,0.577143669128418
191,0.5795261859893799
192,0.5738344788551331
193,0.5778699517250061
194,0.5818369388580322
195,0.7369590997695923
196,0.5872684121131897
197,0.5729755759239197
198,0.5918642282485962
199,0.5544555187225342
200,0.5585813522338867
201,0.7762277126312256
202,0.5947583317756653
203,0.5845881104469299
204,0.7517042756080627
205,0.5715731382369995
206,0.7503201961517334
207,0.560290515422821
208,0.7513136863708496
209,0.5720940828323364
210,0.5256444215774536
211,0.5644545555114746
212,0.5827679634094238
213,0.5826643705368042
214,0.7493445873260498
215,0.6149725914001465
216,0.5674091577529907
217,0.572428822517395
218,0.7534136772155762
219,0.6087503433227539
220,0.5619379281997681
221,0.7984040975570679
222,0.5647822022438049
223,0.5525165796279907
224,0.5849123001098633
225,0.5643250942230225
226,0.5704361200332642
227,0.5767471194267273
228,0.5675500631332397
229,0.599706768989563
230,0.5711938738822937
231,0.608248770236969
232,0.5599008202552795
233,0.583901584148407
234,0.602217435836792
235,0.5862656831741333
236,0.5850409269332886
237,0.7941204309463501
238,0.7956922054290771
239,0.5877324342727661
240,0.6169942617416382
241,0.7481226921081543
242,0.797161877155304
243,0.5834081768989563
244,0.5817989110946655
245,0.563447892665863
246,0.5846986174583435
247,0.5976557731628418
248,0.677401065826416
249,0.7755823135375977
250,0.5434808731079102
251,0.5788913369178772
252,0.5729365944862366
253,0.5226331949234009
254,0.7339826226234436
255,0.5783690214157104
256,0.5619226694107056
257,0.5926452875137329
258,0.6904541850090027
259,0.7476381063461304
260,0.5744695663452148
261,0.5499786138534546
262,0.7463655471801758
263,0.7583502531051636
264,0.7659435868263245
265,0.7538460493087769
266,0.7508600950241089
267,0.7492700219154358
268,0.5712743401527405
269,0.5669945478439331
270,0.5566980838775635
271,0.6172173023223877
272,0.5602009296417236
273,0.5505906343460083
