,0
0,33.40781784057617
1,31.2221736907959
2,33.34870529174805
3,32.506507873535156
4,33.53608703613281
5,34.260860443115234
6,32.86382293701172
7,33.55317687988281
8,35.0194091796875
9,33.63861083984375
10,32.844120025634766
11,36.51693344116211
12,28.53264617919922
13,33.560855865478516
14,33.527130126953125
15,33.54472351074219
16,32.82027816772461
17,33.38652038574219
18,32.51632308959961
19,33.459373474121094
20,32.154815673828125
21,33.21840286254883
22,33.40637969970703
23,33.42148208618164
24,33.59572982788086
25,32.09666442871094
26,32.498077392578125
27,33.47924041748047
28,33.5267333984375
29,33.51788330078125
30,36.69609832763672
31,32.87126159667969
32,35.20408248901367
33,37.962669372558594
34,35.14302062988281
35,32.89342498779297
36,35.033565521240234
37,33.512630462646484
38,34.17353057861328
39,35.020172119140625
40,33.44768142700195
41,32.865928649902344
42,37.67584991455078
43,33.22780990600586
44,32.50048065185547
45,32.70115661621094
46,33.532432556152344
47,37.38240051269531
48,33.96316909790039
49,33.571163177490234
50,32.83074188232422
51,33.496341705322266
52,35.9448356628418
53,34.85064697265625
54,33.48603057861328
55,36.09880065917969
56,33.4760856628418
57,33.586421966552734
58,31.57283592224121
59,30.360925674438477
60,33.59584426879883
61,35.077293395996094
62,32.73003005981445
63,32.143550872802734
64,34.3126335144043
65,33.19108200073242
66,31.433876037597656
67,32.73265075683594
68,33.37883377075195
69,35.16808319091797
70,33.51068115234375
71,32.74724197387695
72,35.11088943481445
73,33.55890655517578
74,33.19647979736328
75,32.775814056396484
76,35.11820602416992
77,33.46244430541992
78,33.39291763305664
79,32.609596252441406
80,33.27797317504883
81,32.88837432861328
82,33.52711486816406
83,33.57020568847656
84,32.87807846069336
85,35.194766998291016
86,33.71101760864258
87,38.01934814453125
88,32.852352142333984
89,33.220767974853516
90,33.47505187988281
91,31.393543243408203
92,32.551578521728516
93,37.091651916503906
94,33.50437927246094
95,33.47490692138672
96,35.21195983886719
97,33.637237548828125
98,32.13290023803711
99,33.51915740966797
100,33.5264778137207
101,32.9593505859375
102,33.06114959716797
103,32.97509002685547
104,33.40996170043945
105,33.55467224121094
106,33.527034759521484
107,32.83783721923828
108,33.4584846496582
109,34.90509796142578
110,33.53651428222656
111,32.673370361328125
112,33.49443054199219
113,32.999122619628906
114,32.8729133605957
115,33.62245178222656
116,33.448726654052734
117,33.47138214111328
118,32.60680389404297
119,32.4941291809082
120,32.678810119628906
121,32.42825698852539
122,38.16452407836914
123,32.3555793762207
124,38.06136703491211
125,29.71761703491211
126,36.37301254272461
127,34.86557388305664
128,33.35572052001953
129,33.601219177246094
130,34.15925598144531
131,33.55324172973633
132,35.1276741027832
133,32.67876434326172
134,31.260671615600586
135,33.549102783203125
136,31.980194091796875
137,33.49658203125
138,34.259788513183594
139,32.58439254760742
140,31.509410858154297
141,33.55867385864258
142,35.06329345703125
143,33.383277893066406
144,33.47297286987305
145,33.48322677612305
146,35.05070495605469
147,33.569801330566406
148,33.176856994628906
149,33.11772918701172
150,33.46379089355469
151,35.18989944458008
152,33.29924774169922
153,35.182701110839844
154,33.5949821472168
155,38.02907943725586
156,32.407955169677734
157,35.010528564453125
158,32.41908645629883
159,38.04249572753906
160,37.74421310424805
161,33.58944320678711
162,33.45166778564453
163,35.154022216796875
164,33.32125473022461
165,34.71841812133789
166,33.3759765625
167,33.56589889526367
168,34.542240142822266
169,33.562679290771484
170,33.0005989074707
171,33.52535629272461
172,31.09026336669922
173,31.907100677490234
174,34.19081115722656
175,37.88492965698242
176,37.486419677734375
177,32.690120697021484
178,32.674949645996094
179,38.10493469238281
180,33.2095832824707
181,32.72386932373047
182,35.20697784423828
183,37.63419723510742
184,33.48716735839844
185,33.480079650878906
186,35.18785858154297
187,37.390445709228516
188,32.87506866455078
189,32.81896209716797
190,35.103858947753906
191,35.19017791748047
192,36.11785125732422
193,35.08368682861328
194,33.53672790527344
195,37.300331115722656
196,35.1361083984375
197,32.6155891418457
198,35.10375213623047
199,37.431732177734375
200,37.746559143066406
201,32.55876922607422
202,37.72781753540039
203,35.18581771850586
204,32.41112518310547
205,32.794471740722656
206,33.54424285888672
207,32.96902084350586
208,33.5420036315918
209,32.983558654785156
210,33.89519500732422
211,32.86199188232422
212,33.54569625854492
213,35.12565994262695
214,30.583227157592773
215,38.18226623535156
216,36.55949020385742
217,33.437503814697266
218,35.201499938964844
219,33.153377532958984
220,32.09060287475586
221,36.26856231689453
222,33.279541015625
223,35.821773529052734
224,33.50031280517578
225,33.31466293334961
226,34.97048568725586
227,33.01472091674805
228,33.40601348876953
229,37.949378967285156
230,33.00072479248047
231,33.4669075012207
232,31.687461853027344
233,38.0225830078125
234,33.38835906982422
235,35.176841735839844
236,31.32033920288086
237,33.510467529296875
238,35.174705505371094
239,33.530277252197266
240,33.407737731933594
241,33.639522552490234
242,33.559814453125
243,35.14507293701172
244,35.14908981323242
245,32.280879974365234
246,35.11579132080078
247,33.526756286621094
248,31.88587188720703
249,33.15203094482422
250,32.708736419677734
251,33.562950134277344
252,30.935272216796875
253,32.677364349365234
254,31.70357894897461
255,33.4896125793457
256,32.9572639465332
257,35.196632385253906
258,30.56053352355957
259,32.814720153808594
260,38.068260192871094
261,32.940032958984375
262,33.097225189208984
263,35.70619201660156
264,33.500587463378906
265,33.501277923583984
266,33.414085388183594
267,32.78144454956055
268,32.918373107910156
269,33.23927307128906
270,34.399295806884766
271,33.38032150268555
272,32.66560745239258
273,32.27417755126953
274,31.862430572509766
275,33.23969650268555
276,33.582977294921875
277,32.50594711303711
278,37.043853759765625
279,33.57895278930664
280,32.65575408935547
281,30.631704330444336
282,33.10777282714844
283,32.58552551269531
284,33.47185516357422
285,33.55048370361328
286,32.52712631225586
287,34.61246871948242
288,33.315216064453125
289,33.51532745361328
290,33.469993591308594
291,33.43971633911133
292,30.300983428955078
293,32.71648025512695
294,33.511207580566406
295,27.65047264099121
296,33.51725387573242
297,33.556297302246094
298,33.56322479248047
299,33.54681396484375
300,32.330440521240234
301,33.518795013427734
302,35.19242858886719
303,32.58041763305664
304,32.263877868652344
305,33.280670166015625
306,32.17731475830078
307,33.45044708251953
308,33.51472091674805
309,33.05579376220703
310,35.471588134765625
311,36.47938537597656
312,33.47897720336914
313,32.85310363769531
314,31.811120986938477
315,33.5024299621582
316,32.70267868041992
317,33.32126998901367
318,33.39533996582031
319,32.487213134765625
320,32.1226921081543
321,33.158409118652344
322,32.676395416259766
323,31.714820861816406
324,34.46904754638672
325,32.98729705810547
326,32.974769592285156
327,38.15215301513672
328,32.582218170166016
329,33.5076789855957
330,33.516544342041016
331,35.10733413696289
332,32.52407455444336
333,36.82402801513672
334,33.5126838684082
335,34.90230941772461
336,33.54655456542969
337,32.78647994995117
338,37.92240905761719
339,35.75522994995117
340,33.526084899902344
341,33.5699462890625
342,35.67566680908203
343,38.19792556762695
344,33.63444519042969
345,36.499698638916016
346,34.995914459228516
347,32.698387145996094
348,33.543487548828125
349,32.68897247314453
350,32.75428009033203
351,35.162086486816406
352,35.25089645385742
353,31.825830459594727
354,33.54243469238281
355,38.064666748046875
356,33.29393768310547
357,35.50687789916992
358,35.19077682495117
359,35.08367156982422
360,38.03466033935547
361,33.77796936035156
362,35.20448684692383
363,34.75214385986328
364,32.597137451171875
365,37.9027214050293
366,32.22459411621094
367,31.31153106689453
368,33.33460998535156
369,33.55986785888672
370,32.47493362426758
371,33.59754943847656
372,37.94379806518555
373,33.54551696777344
374,34.064048767089844
375,36.58444595336914
376,33.449188232421875
377,33.431480407714844
378,33.42552947998047
379,32.46221160888672
380,35.1175651550293
381,33.49005889892578
382,35.28284454345703
383,32.434879302978516
384,33.099979400634766
385,31.907482147216797
386,33.506385803222656
387,36.85552978515625
388,35.195980072021484
389,33.631961822509766
390,29.670440673828125
391,35.14550018310547
392,32.322593688964844
393,33.48514938354492
394,31.48240089416504
395,33.49859619140625
396,37.95515441894531
397,35.25859069824219
398,33.15702819824219
399,33.472084045410156
400,33.52480697631836
401,33.33102798461914
402,31.249191284179688
403,34.78422164916992
404,35.136253356933594
405,33.511985778808594
406,35.01203536987305
407,33.490074157714844
408,33.5214729309082
409,35.02920913696289
410,33.189510345458984
411,33.00786590576172
412,31.875688552856445
413,32.79842758178711
414,33.49977111816406
415,32.802696228027344
416,35.129356384277344
417,32.396629333496094
418,31.78077507019043
419,33.1693115234375
420,32.486995697021484
421,37.774436950683594
422,33.11421585083008
423,32.71562194824219
424,33.52533721923828
425,32.234375
426,33.580718994140625
427,33.48333740234375
428,32.844329833984375
429,33.583343505859375
430,33.57402420043945
431,33.502716064453125
432,35.28733444213867
433,35.13407897949219
434,33.17140197753906
435,33.02113342285156
436,32.357357025146484
437,32.460166931152344
438,35.08064270019531
439,31.627721786499023
440,35.099456787109375
441,33.347469329833984
442,33.520103454589844
443,32.56525421142578
444,34.538414001464844
445,33.19612121582031
446,32.90310287475586
447,32.73430252075195
448,32.66362380981445
449,34.928688049316406
450,33.232730865478516
451,33.5875244140625
452,34.867759704589844
453,38.215293884277344
454,36.074615478515625
455,33.180816650390625
456,33.60151672363281
457,32.46955871582031
458,33.55473709106445
459,33.038944244384766
460,34.904869079589844
461,33.59559631347656
462,31.206615447998047
463,35.13298797607422
464,30.884796142578125
465,33.553184509277344
466,35.136512756347656
467,32.277435302734375
468,34.7857551574707
469,33.31629943847656
470,33.55772399902344
471,33.48596954345703
472,35.16624450683594
473,32.46137237548828
