,file_index,best_score,epoch_no
0,0,42.455902099609375,0
1,1,40.42437744140625,10
2,2,44.84410095214844,3
3,3,38.68960952758789,0
4,4,42.671146392822266,0
5,5,43.70887756347656,8
6,6,43.40593338012695,1
7,7,42.67362594604492,0
8,8,47.42317199707031,0
9,9,35.24110412597656,0
10,10,39.928279876708984,12
11,11,41.10535430908203,6
12,12,35.85348892211914,3
13,13,47.323768615722656,0
14,14,47.3270263671875,0
15,15,47.12217712402344,0
16,16,39.48760986328125,0
17,17,42.62715148925781,0
18,18,39.479251861572266,15
19,19,42.78968048095703,0
20,20,41.77367401123047,12
21,21,44.50688171386719,3
22,22,41.91216278076172,0
23,23,41.42466735839844,9
24,24,42.717613220214844,0
25,25,41.28130340576172,9
26,26,38.75554656982422,9
27,27,46.24797439575195,0
28,28,45.24040985107422,7
29,29,47.27619934082031,0
30,30,39.87064743041992,4
31,31,43.91444396972656,10
32,32,42.616004943847656,0
33,33,42.54635238647461,0
34,34,42.73105239868164,0
35,35,43.534454345703125,0
36,36,42.709259033203125,0
37,37,47.35142135620117,0
38,38,40.287437438964844,0
39,39,42.28672409057617,0
40,40,42.07034683227539,0
41,41,40.462039947509766,2
42,42,42.107357025146484,0
43,43,45.80356979370117,2
44,44,39.968074798583984,17
45,45,40.0548210144043,15
46,46,42.926177978515625,0
47,47,41.971553802490234,2
48,48,39.61712646484375,0
49,49,47.8487434387207,0
50,50,42.670135498046875,13
51,51,46.98412322998047,0
52,52,39.182525634765625,0
53,53,41.45504379272461,2
54,54,42.33493423461914,0
55,55,39.78935241699219,12
56,56,46.68517303466797,0
57,57,42.566810607910156,0
58,58,39.139190673828125,14
59,59,39.34794616699219,11
60,60,42.70626449584961,0
61,61,42.536956787109375,0
62,62,39.572357177734375,9
63,63,46.390743255615234,6
64,64,39.675315856933594,6
65,65,45.77154541015625,0
66,66,42.635826110839844,15
67,67,39.148468017578125,10
68,68,40.734886169433594,9
69,69,46.831974029541016,0
70,70,42.65713119506836,0
71,71,40.53040313720703,6
72,72,46.58149719238281,0
73,73,42.75907897949219,0
74,74,41.10725021362305,0
75,75,43.56472396850586,2
76,76,47.35426330566406,0
77,77,42.676666259765625,0
78,78,46.2838020324707,1
79,79,39.5411376953125,9
80,80,45.907440185546875,2
81,81,39.53447723388672,3
82,82,47.47764205932617,0
83,83,47.094886779785156,0
84,84,39.75953674316406,8
85,85,47.54648208618164,0
86,86,38.23479461669922,0
87,87,42.7198600769043,0
88,88,39.941585540771484,10
89,89,41.32745361328125,2
90,90,42.72770690917969,0
91,91,42.65642547607422,14
92,92,38.7830924987793,3
93,93,42.98630142211914,0
94,94,42.71219253540039,0
95,95,42.757415771484375,0
96,96,42.70967483520508,0
97,97,42.57133102416992,0
98,98,40.877044677734375,9
99,99,42.6339111328125,0
100,100,42.76933288574219,0
101,101,40.94404220581055,0
102,102,39.14772415161133,12
103,103,42.92457962036133,15
104,104,41.62732696533203,1
105,105,42.88240432739258,0
106,106,42.652435302734375,0
107,107,40.47731018066406,5
108,108,42.35977554321289,0
109,109,42.28919982910156,0
110,110,42.625030517578125,0
111,111,39.838783264160156,2
112,112,42.92564010620117,0
113,113,39.54962158203125,1
114,114,39.68314743041992,9
115,115,47.223388671875,0
116,116,42.0695915222168,0
117,117,42.561859130859375,0
118,118,43.10093307495117,12
119,119,39.36569595336914,17
120,120,40.528709411621094,11
121,121,38.69637680053711,13
122,122,42.721038818359375,0
123,123,40.54672622680664,7
124,124,42.62590408325195,0
125,125,35.81004333496094,16
126,126,39.57951736450195,11
127,127,41.968997955322266,0
128,128,42.212615966796875,0
129,129,47.492958068847656,0
130,130,39.98507308959961,11
131,131,42.6341667175293,0
132,132,42.67911911010742,0
133,133,39.44034194946289,14
134,134,38.79631423950195,14
135,135,42.73115158081055,0
136,136,40.28156280517578,9
137,137,42.705989837646484,0
138,138,39.7427864074707,9
139,139,42.89165115356445,13
140,140,39.92849349975586,12
141,141,47.416648864746094,0
142,142,42.53091812133789,0
143,143,41.996883392333984,0
144,144,42.74440002441406,0
145,145,47.26631546020508,0
146,146,42.08224868774414,0
147,147,47.22315979003906,0
148,148,45.29302215576172,0
149,149,41.892356872558594,0
150,150,42.683135986328125,0
151,151,42.82488250732422,0
152,152,45.179847717285156,0
153,153,42.6283073425293,0
154,154,42.717533111572266,0
155,155,42.663719177246094,0
156,156,42.27079772949219,21
157,157,46.51915740966797,0
158,158,43.63597106933594,21
159,159,42.65848159790039,0
160,160,42.367828369140625,0
161,161,39.338218688964844,17
162,162,42.77450942993164,0
163,163,47.25033187866211,0
164,164,44.35636520385742,0
165,165,39.975337982177734,3
166,166,42.02202224731445,1
167,167,42.7181282043457,0
168,168,40.19043731689453,0
169,169,42.52587890625,0
170,170,40.95064163208008,0
171,171,42.73152160644531,0
172,172,37.9468994140625,16
173,173,39.3552360534668,10
174,174,39.87807846069336,1
175,175,42.52378463745117,0
176,176,45.4233512878418,2
177,177,40.574527740478516,4
178,178,41.91853332519531,19
179,179,42.74045944213867,0
180,180,41.51250457763672,8
181,181,39.715675354003906,6
182,182,47.510986328125,0
183,183,41.89228439331055,0
184,184,47.53942108154297,0
185,185,42.60326385498047,0
186,186,42.599647521972656,0
187,187,41.6497802734375,2
188,188,39.88614273071289,8
189,189,40.57771682739258,5
190,190,46.9028434753418,0
191,191,42.648704528808594,0
192,192,39.725196838378906,0
193,193,42.485816955566406,0
194,194,42.720428466796875,0
195,195,45.247764587402344,3
196,196,42.74439239501953,0
197,197,39.99896240234375,0
198,198,42.950191497802734,0
199,199,41.36302185058594,2
200,200,41.834659576416016,0
201,201,42.753719329833984,25
202,202,42.4393424987793,0
203,203,42.66982650756836,0
204,204,41.82374954223633,27
205,205,42.8707160949707,22
206,206,47.07886505126953,0
207,207,40.35400390625,12
208,208,42.46578598022461,0
209,209,39.99598693847656,6
210,210,39.3192138671875,9
211,211,39.778934478759766,10
212,212,42.63710021972656,0
213,213,42.490684509277344,0
214,214,38.991790771484375,15
215,215,42.93386459350586,0
216,216,39.722904205322266,4
217,217,42.233253479003906,0
218,218,42.74442672729492,0
219,219,41.414031982421875,1
220,220,47.46558380126953,6
221,221,42.85974884033203,1
222,222,42.22045135498047,0
223,223,43.825260162353516,13
224,224,42.668113708496094,0
225,225,46.003379821777344,2
226,226,42.29580307006836,0
227,227,40.052940368652344,8
228,228,46.49694061279297,0
229,229,47.281944274902344,0
230,230,41.221229553222656,4
231,231,46.854820251464844,0
232,232,38.36162567138672,7
233,233,42.6630744934082,0
234,234,45.65855407714844,0
235,235,42.63551712036133,0
236,236,39.41379928588867,8
237,237,42.75252914428711,0
238,238,47.13323211669922,0
239,239,47.18918228149414,0
240,240,42.86606216430664,0
241,241,38.0050048828125,0
242,242,42.67668914794922,0
243,243,47.159767150878906,0
244,244,42.661277770996094,0
245,245,42.579246520996094,23
246,246,42.62660217285156,0
247,247,42.80516815185547,0
248,248,38.974205017089844,11
249,249,41.03044891357422,1
250,250,40.463401794433594,7
251,251,42.55055236816406,0
252,252,41.31993865966797,4
253,253,39.76042175292969,6
254,254,46.11128234863281,10
