,file_index,best_score,epoch_no
0,0,38.992496490478516,0
1,1,35.753536224365234,29
2,2,38.60244369506836,0
3,3,36.38960266113281,0
4,4,39.21744918823242,0
5,5,40.426910400390625,1
6,6,38.61491012573242,0
7,7,39.22730255126953,0
8,8,44.23631286621094,0
9,9,35.22415542602539,0
10,10,37.100833892822266,0
11,11,39.6280632019043,0
12,12,31.17926788330078,16
13,13,39.25324630737305,0
14,14,39.20616149902344,0
15,15,39.244285583496094,0
16,16,36.87629699707031,0
17,17,39.10052490234375,0
18,18,36.38951110839844,0
19,19,39.24509811401367,0
20,20,36.26826858520508,2
21,21,38.355506896972656,0
22,22,38.747920989990234,0
23,23,39.046478271484375,2
24,24,39.36471176147461,0
25,25,36.029518127441406,19
26,26,36.54392623901367,23
27,27,38.99824142456055,0
28,28,35.12010192871094,0
29,29,39.15876007080078,0
30,30,39.93012237548828,0
31,31,37.33428192138672,2
32,32,43.85496139526367,0
33,33,43.397525787353516,0
34,34,43.84332275390625,0
35,35,38.548439025878906,0
36,36,43.7922477722168,0
37,37,39.17460250854492,0
38,38,39.49317932128906,0
39,39,43.28296661376953,0
40,40,38.887001037597656,0
41,41,37.72406768798828,0
42,42,42.712852478027344,0
43,43,38.58328628540039,1
44,44,36.15336990356445,2
45,45,36.613441467285156,0
46,46,39.35812759399414,0
47,47,41.75815963745117,0
48,48,38.9718017578125,1
49,49,39.540374755859375,0
50,50,37.330711364746094,0
51,51,39.12509536743164,0
52,52,38.534488677978516,0
53,53,42.30957794189453,0
54,54,39.08055114746094,0
55,55,38.747772216796875,0
56,56,39.059051513671875,0
57,57,39.247314453125,0
58,58,35.30821990966797,18
59,59,34.63449478149414,36
60,60,39.27511215209961,0
61,61,43.52135467529297,0
62,62,36.94257354736328,0
63,63,36.00669479370117,11
64,64,39.83928298950195,0
65,65,39.123226165771484,0
66,66,34.72724914550781,5
67,67,36.81891632080078,0
68,68,39.28236389160156,44
69,69,44.02539825439453,0
70,70,39.16817092895508,0
71,71,37.268531799316406,0
72,72,43.67790985107422,0
73,73,39.24239730834961,0
74,74,38.34956359863281,0
75,75,37.188411712646484,1
76,76,43.899749755859375,0
77,77,39.29668045043945,0
78,78,38.86005783081055,0
79,79,36.94476318359375,0
80,80,38.64732360839844,0
81,81,37.131996154785156,0
82,82,39.19468307495117,0
83,83,39.279640197753906,0
84,84,37.23471450805664,0
85,85,43.96393585205078,0
86,86,38.07611846923828,11
87,87,43.45989227294922,0
88,88,37.1737060546875,0
89,89,38.34516143798828,0
90,90,39.216949462890625,0
91,91,34.65537643432617,8
92,92,36.42491149902344,0
93,93,41.720848083496094,0
94,94,39.158748626708984,0
95,95,39.259674072265625,0
96,96,44.09430694580078,0
97,97,39.299339294433594,0
98,98,36.14073181152344,14
99,99,39.20737838745117,0
100,100,39.210845947265625,0
101,101,37.44413757324219,0
102,102,37.411659240722656,23
103,103,37.49626922607422,0
104,104,38.66048812866211,0
105,105,39.39997482299805,0
106,106,39.2440071105957,0
107,107,37.37849807739258,1
108,108,38.971134185791016,0
109,109,43.593997955322266,0
110,110,39.17232894897461,0
111,111,37.083187103271484,0
112,112,39.442325592041016,0
113,113,37.49219512939453,0
114,114,37.14592742919922,0
115,115,39.29659652709961,0
116,116,38.93065643310547,0
117,117,39.125762939453125,0
118,118,36.637454986572266,2
119,119,36.18331527709961,1
120,120,36.40102767944336,9
121,121,35.90673065185547,26
122,122,43.63475799560547,0
123,123,36.36065673828125,4
124,124,43.46849060058594,0
125,125,32.36626434326172,7
126,126,39.28076171875,0
127,127,42.941802978515625,0
128,128,38.98135757446289,0
129,129,39.340518951416016,0
130,130,39.22230529785156,2
131,131,39.18047332763672,0
132,132,43.830284118652344,0
133,133,36.671363830566406,0
134,134,35.22051239013672,13
135,135,39.197662353515625,0
136,136,35.69637680053711,11
137,137,39.09651184082031,0
138,138,39.537445068359375,0
139,139,36.67363739013672,1
140,140,34.84280776977539,11
141,141,39.19267654418945,0
142,142,43.618080139160156,0
143,143,38.84688949584961,0
144,144,39.19679260253906,0
145,145,39.13229751586914,0
146,146,42.98427963256836,0
147,147,39.21931457519531,0
148,148,38.97477722167969,0
149,149,37.836387634277344,0
150,150,39.1060791015625,0
151,151,44.12935256958008,0
152,152,38.76929473876953,0
153,153,43.820404052734375,0
154,154,39.27287292480469,0
155,155,43.44025421142578,0
156,156,36.14529037475586,1
157,157,43.37145233154297,0
158,158,36.073150634765625,3
159,159,43.47157287597656,0
160,160,43.022979736328125,0
161,161,37.77674865722656,4
162,162,39.16565704345703,0
163,163,43.880126953125,0
164,164,38.49399185180664,0
165,165,36.74641799926758,0
166,166,38.84642028808594,0
167,167,39.151710510253906,0
168,168,40.93230438232422,0
169,169,39.28523635864258,0
170,170,37.51133346557617,0
171,171,39.22919464111328,0
172,172,33.98321533203125,4
173,173,35.621639251708984,4
174,174,40.35272979736328,0
175,175,43.5008659362793,0
176,176,42.15095520019531,0
177,177,37.7013053894043,0
178,178,36.63269805908203,0
179,179,43.68013000488281,0
180,180,37.5792350769043,6
181,181,37.09353256225586,0
182,182,43.95641326904297,0
183,183,42.541053771972656,0
184,184,39.170372009277344,0
185,185,39.123226165771484,0
186,186,43.883419036865234,0
187,187,41.92237854003906,0
188,188,37.234336853027344,0
189,189,37.51548385620117,0
190,190,43.57273483276367,0
191,191,43.96550750732422,0
192,192,38.90167236328125,0
193,193,43.67142105102539,0
194,194,39.18742370605469,0
195,195,41.740421295166016,0
196,196,44.03075408935547,0
197,197,37.30815124511719,1
198,198,44.13013458251953,0
