,file_index,best_score,epoch_no
0,0,42.34634780883789,0
1,1,41.979652404785156,17
2,2,44.15340042114258,0
3,3,37.91162109375,2
4,4,42.5962028503418,0
5,5,39.5272102355957,1
6,6,40.99138259887695,0
7,7,46.956443786621094,0
8,8,46.97899627685547,0
9,9,35.60625457763672,0
10,10,38.903385162353516,2
11,11,39.32556915283203,0
12,12,32.00954055786133,18
13,13,42.82227325439453,0
14,14,42.74585723876953,0
15,15,42.66227722167969,0
16,16,38.53290939331055,1
17,17,42.520633697509766,0
18,18,38.8685302734375,1
19,19,42.789310455322266,0
20,20,37.71773147583008,7
21,21,41.07849884033203,0
22,22,41.799522399902344,0
23,23,38.424869537353516,2
24,24,47.68758773803711,0
25,25,38.37268829345703,41
26,26,37.98133850097656,49
27,27,42.169403076171875,0
28,28,39.965301513671875,49
29,29,42.78266525268555,0
30,30,39.527687072753906,0
31,31,39.410667419433594,7
32,32,42.53703308105469,0
33,33,42.39385223388672,0
34,34,46.94145965576172,0
35,35,41.17240524291992,0
36,36,42.77143859863281,0
37,37,42.63798522949219,0
38,38,39.07544708251953,1
39,39,45.979671478271484,0
40,40,45.72890853881836,0
41,41,40.21357727050781,0
42,42,42.08699035644531,0
43,43,41.49154281616211,2
44,44,39.162391662597656,49
45,45,39.69725799560547,30
46,46,47.930633544921875,0
47,47,41.25690841674805,1
48,48,38.485755920410156,1
49,49,47.585445404052734,0
50,50,41.1522331237793,1
51,51,42.731689453125,0
52,52,38.329715728759766,2
53,53,44.0882682800293,0
54,54,42.44511032104492,0
55,55,39.94541549682617,13
56,56,42.701507568359375,0
57,57,46.975765228271484,0
58,58,39.024234771728516,28
59,59,41.13063430786133,32
60,60,42.773094177246094,0
61,61,42.4318733215332,0
62,62,38.7448844909668,1
63,63,42.070919036865234,49
64,64,40.971771240234375,2
65,65,42.097747802734375,0
66,66,36.06483459472656,14
67,67,39.76544952392578,5
68,68,41.34510040283203,49
69,69,42.65357971191406,0
70,70,42.774742126464844,0
71,71,41.6086540222168,13
72,72,42.41925048828125,0
73,73,47.24044418334961,0
74,74,41.05300521850586,0
75,75,41.04438400268555,3
76,76,42.70164108276367,0
77,77,42.547080993652344,0
78,78,42.14536666870117,0
79,79,40.41419219970703,0
80,80,45.21422576904297,0
81,81,40.086517333984375,0
82,82,42.70576477050781,0
83,83,47.56720733642578,0
84,84,39.09720993041992,1
85,85,42.77180099487305,0
86,86,37.77435302734375,10
87,87,46.95705795288086,0
88,88,39.08300018310547,1
89,89,43.86091232299805,1
90,90,47.696388244628906,0
91,91,36.16593551635742,24
92,92,38.019229888916016,0
93,93,40.8210563659668,0
94,94,47.32398223876953,0
95,95,42.7177734375,0
96,96,47.50543975830078,0
97,97,42.76671600341797,0
98,98,41.69472122192383,49
99,99,42.769683837890625,0
100,100,42.80242156982422,0
101,101,40.99775695800781,0
102,102,36.93017578125,16
103,103,39.473876953125,1
104,104,41.463626861572266,0
105,105,42.83734130859375,0
106,106,47.02775573730469,0
107,107,39.50627517700195,2
108,108,42.26077651977539,0
109,109,42.28727722167969,0
110,110,42.58840560913086,0
111,111,38.94332504272461,1
112,112,42.777809143066406,0
113,113,39.490150451660156,0
114,114,38.98554229736328,1
115,115,42.7849235534668,0
116,116,46.18781280517578,0
117,117,42.48472213745117,0
118,118,40.89973068237305,49
119,119,37.67597579956055,3
120,120,35.45142364501953,0
121,121,35.968284606933594,43
122,122,42.68026351928711,0
123,123,38.44667434692383,18
124,124,42.62559509277344,0
125,125,32.47043228149414,0
126,126,38.79241180419922,0
127,127,41.917911529541016,0
128,128,42.10990524291992,0
129,129,42.75331497192383,0
130,130,38.714088439941406,2
131,131,42.70166015625,0
132,132,42.74540328979492,0
133,133,38.30583953857422,1
134,134,36.78754806518555,19
135,135,42.623870849609375,0
136,136,40.4975471496582,49
137,137,42.63107681274414,0
138,138,39.0644645690918,1
139,139,38.38605880737305,3
140,140,35.60813522338867,0
141,141,42.76058578491211,0
142,142,42.670631408691406,0
143,143,45.56377029418945,0
144,144,42.69121551513672,0
145,145,42.70691680908203,0
146,146,42.03517532348633,0
147,147,47.33292007446289,0
148,148,41.96983337402344,0
149,149,40.051666259765625,0
150,150,42.61594772338867,0
151,151,42.840965270996094,0
152,152,45.68659973144531,2
153,153,42.72415542602539,0
154,154,42.670169830322266,0
155,155,47.177452087402344,0
156,156,38.96207046508789,33
157,157,42.11065673828125,0
158,158,37.67048645019531,20
159,159,42.76243209838867,0
160,160,42.44021987915039,0
161,161,37.39163589477539,6
162,162,42.77943420410156,0
163,163,47.26232147216797,0
164,164,41.2302360534668,0
165,165,37.24400329589844,0
166,166,41.821014404296875,0
167,167,42.57964324951172,0
168,168,40.06355667114258,0
169,169,47.278629302978516,0
170,170,39.52779769897461,1
171,171,42.905052185058594,0
172,172,35.093841552734375,10
173,173,39.875179290771484,49
174,174,41.815738677978516,0
175,175,45.98975372314453,0
176,176,44.89588928222656,1
177,177,39.78618621826172,2
178,178,39.66801071166992,22
179,179,42.747310638427734,0
180,180,38.56224822998047,12
181,181,40.75555419921875,1
182,182,42.761131286621094,0
183,183,41.71745300292969,0
184,184,47.035335540771484,0
185,185,42.56610870361328,0
186,186,47.087684631347656,0
187,187,44.542625427246094,2
188,188,40.620914459228516,2
189,189,42.15045166015625,4
190,190,42.45466613769531,0
191,191,42.62794494628906,0
192,192,38.67390060424805,1
193,193,42.55359649658203,0
194,194,42.666481018066406,0
195,195,44.262447357177734,1
196,196,42.671817779541016,0
197,197,39.166500091552734,4
198,198,42.7252197265625,0
199,199,41.089134216308594,0
200,200,41.855979919433594,0
201,201,38.576969146728516,0
202,202,42.512420654296875,0
203,203,42.73286819458008,0
204,204,38.54769515991211,16
205,205,38.64241027832031,1
206,206,47.191566467285156,0
207,207,37.28114700317383,47
208,208,46.737586975097656,0
209,209,39.592918395996094,0
210,210,38.55491256713867,1
211,211,38.846824645996094,1
212,212,42.699161529541016,0
213,213,42.51129913330078,0
214,214,38.63660430908203,49
215,215,43.0120849609375,0
216,216,39.40412139892578,0
217,217,42.086822509765625,0
218,218,47.33101272583008,0
219,219,41.16071701049805,0
220,220,38.103721618652344,44
221,221,40.69023132324219,0
222,222,42.149208068847656,0
223,223,38.38987731933594,10
224,224,42.75663757324219,0
225,225,41.70243835449219,0
226,226,42.32871627807617,0
227,227,39.371761322021484,1
228,228,42.32488250732422,0
229,229,42.6964111328125,0
230,230,40.412620544433594,4
231,231,42.741485595703125,0
232,232,36.506004333496094,2
233,233,42.73357391357422,0
234,234,42.268699645996094,0
235,235,42.730194091796875,0
236,236,37.82950973510742,28
237,237,47.05488204956055,0
238,238,47.08423614501953,0
239,239,42.80361557006836,0
240,240,42.91632080078125,0
241,241,39.48495101928711,49
242,242,47.13947296142578,0
243,243,42.730918884277344,0
244,244,42.69282531738281,0
245,245,37.28777313232422,6
246,246,42.745880126953125,0
247,247,42.890621185302734,0
248,248,38.54816818237305,15
249,249,43.5090217590332,0
250,250,39.12417984008789,4
251,251,42.58376693725586,0
252,252,36.74974060058594,42
253,253,39.11319351196289,1
254,254,39.01609802246094,49
255,255,42.5843505859375,0
256,256,39.854103088378906,4
257,257,42.80382537841797,0
258,258,36.03694152832031,49
259,259,40.26759338378906,6
260,260,42.472900390625,0
261,261,40.25140380859375,6
262,262,43.66644287109375,17
263,263,39.074676513671875,9
264,264,47.49106979370117,0
265,265,47.266963958740234,0
266,266,45.844932556152344,0
267,267,41.57270431518555,19
268,268,39.272586822509766,0
269,269,41.09690856933594,2
270,270,39.99503707885742,3
271,271,42.562095642089844,0
272,272,38.53760528564453,1
273,273,37.53718948364258,10
274,274,36.69842529296875,9
275,275,41.11418151855469,2
276,276,42.766326904296875,0
277,277,39.07974624633789,20
278,278,43.15475845336914,11
279,279,47.068450927734375,0
280,280,39.35623550415039,0
281,281,34.500091552734375,19
282,282,41.790863037109375,0
283,283,41.69937515258789,49
284,284,42.59048080444336,0
285,285,46.953853607177734,0
286,286,39.37423324584961,1
287,287,37.340423583984375,2
288,288,46.11850357055664,0
289,289,42.73221969604492,0
290,290,42.688175201416016,0
291,291,42.50286865234375,0
292,292,36.254695892333984,49
293,293,38.630828857421875,1
294,294,47.400634765625,0
295,295,29.96941566467285,10
296,296,47.45332717895508,0
297,297,42.743873596191406,0
298,298,42.73921203613281,0
299,299,42.742767333984375,0
300,300,38.20702362060547,1
301,301,47.4466667175293,0
302,302,42.7719841003418,0
303,303,39.86289978027344,5
304,304,36.43095397949219,36
305,305,41.439788818359375,2
306,306,37.243621826171875,6
307,307,42.41217041015625,0
308,308,42.58826446533203,0
309,309,40.58876419067383,10
310,310,38.12595748901367,8
311,311,39.34688186645508,1
312,312,42.440895080566406,0
313,313,39.31919479370117,1
314,314,39.24687957763672,29
315,315,46.77239227294922,0
316,316,41.23956298828125,4
317,317,45.45309066772461,0
318,318,42.33903884887695,0
319,319,37.653316497802734,5
320,320,36.47929763793945,1
321,321,36.94240951538086,9
322,322,38.219688415527344,2
323,323,36.592552185058594,33
324,324,40.366966247558594,4
325,325,41.19579315185547,0
326,326,41.21247100830078,0
327,327,47.597373962402344,0
328,328,38.53409194946289,1
329,329,42.5449333190918,0
330,330,42.774234771728516,0
331,331,42.31243896484375,0
332,332,35.63971710205078,3
333,333,40.32683563232422,1
334,334,47.73900604248047,0
