,0,1,2
0,0.3007183372974396,0.9583468437194824,0.9799594879150391
1,0.9809274077415466,0.618220329284668,0.8679524660110474
2,0.5525941848754883,0.9457377195358276,0.9950336813926697
3,0.9874561429023743,0.935887336730957,0.9931342005729675
4,0.9961347579956055,0.8258760571479797,0.4836605489253998
5,0.9992120265960693,0.7276875376701355,0.9944906234741211
6,0.9861477613449097,0.9636018872261047,0.9567281603813171
7,0.9873356223106384,0.9723529815673828,0.8912734985351562
8,0.980305552482605,0.29881298542022705,0.9900813698768616
9,0.9987959861755371,0.9653764367103577,0.3242071270942688
10,0.9976072311401367,0.9564846158027649,0.9047936201095581
11,0.9991118907928467,0.9644566178321838,0.8705883622169495
12,0.9637793898582458,0.9141488075256348,0.975521445274353
13,0.9921095967292786,0.9441854953765869,0.99574214220047
14,0.9896494746208191,0.9343879222869873,0.9953120350837708
15,0.9884922504425049,0.8895319700241089,0.9895249605178833
16,0.9925258159637451,0.9720797538757324,0.9986129403114319
17,0.9925777912139893,0.8698018789291382,0.9936033487319946
18,0.9959134459495544,0.9000515937805176,0.9938153028488159
19,0.9962261319160461,0.9687336683273315,0.9987712502479553
20,0.9586251378059387,0.9415309429168701,0.9831529855728149
21,0.20923444628715515,0.9840040802955627,0.9989550709724426
22,0.9993535876274109,0.886412501335144,0.9913966655731201
23,0.9876580834388733,0.930282473564148,0.9891789555549622
24,0.993174135684967,0.9835091829299927,0.18246014416217804
25,0.9991726279258728,0.6472644209861755,0.993331789970398
26,0.991451621055603,0.9649588465690613,0.20279313623905182
27,0.9918160438537598,0.984138011932373,0.9968496561050415
28,0.9860467314720154,0.9451532959938049,0.9913648366928101
29,0.9829090237617493,0.9118318557739258,0.9898909330368042
30,0.9956457614898682,0.6175894737243652,0.9981640577316284
31,0.9934455156326294,0.966744601726532,0.967808187007904
32,0.9987959861755371,0.9817408919334412,0.9986092448234558
33,0.9993796944618225,0.7022818326950073,0.9758294224739075
34,0.9930979013442993,0.9815440773963928,0.9845774173736572
35,0.9830095767974854,0.9224604964256287,0.9611682295799255
36,0.9958343505859375,0.9731296896934509,0.9972541332244873
37,0.9977152347564697,0.6070333123207092,0.99650639295578
38,0.9905660152435303,0.922129213809967,0.994922935962677
39,0.999136745929718,0.686137855052948,0.9988482594490051
40,0.9995886087417603,0.9763593077659607,0.15907643735408783
41,0.9971298575401306,0.9615070223808289,0.9840595126152039
42,0.989109456539154,0.9642708897590637,0.9873865246772766
43,0.392332524061203,0.9660971164703369,0.9886173009872437
44,0.9922297596931458,0.8673374056816101,0.8999788761138916
45,0.9953010082244873,0.9606600999832153,0.9949920177459717
46,0.9933055639266968,0.9743251204490662,0.2579450309276581
47,0.9981570839881897,0.877416729927063,0.9876247048377991
48,0.985142707824707,0.9250905513763428,0.998951256275177
49,0.9985443353652954,0.9651371240615845,0.9875417947769165
50,0.3591894209384918,0.975771427154541,0.9873645305633545
51,0.9974796175956726,0.9659433960914612,0.9983365535736084
52,0.9980645179748535,0.9722921848297119,0.9952098727226257
53,0.9931325316429138,0.8983337879180908,0.6489006876945496
54,0.491645872592926,0.6077418923377991,0.9877737164497375
55,0.9345181584358215,0.9244309663772583,0.9387348294258118
56,0.23169086873531342,0.9753127694129944,0.4571184813976288
57,0.9993037581443787,0.9565728306770325,0.9873882532119751
58,0.18922309577465057,0.38090431690216064,0.9920485019683838
59,0.9988468885421753,0.884182333946228,0.9989131689071655
60,0.980315625667572,0.9507954120635986,0.9902986884117126
61,0.9849342107772827,0.9741738438606262,0.9950680732727051
62,0.9987536072731018,0.609886884689331,0.9538426399230957
63,0.9991207718849182,0.8190397024154663,0.9982877969741821
64,0.9838643074035645,0.8941407799720764,0.21449397504329681
65,0.9990811347961426,0.98590087890625,0.9920991063117981
66,0.9453326463699341,0.9637788534164429,0.9989019632339478
67,0.9828172922134399,0.970127284526825,0.9881893396377563
68,0.9930500388145447,0.9726624488830566,0.8732903599739075
69,0.9984551072120667,0.9716764688491821,0.9480751752853394
70,0.9981054663658142,0.9540701508522034,0.9974981546401978
71,0.9730431437492371,0.9566454291343689,0.9816349148750305
72,0.9994794130325317,0.9746453762054443,0.3510238528251648
73,0.890238344669342,0.9708731770515442,0.9822219014167786
74,0.37447553873062134,0.8191799521446228,0.7803742289543152
75,0.9727094173431396,0.926559567451477,0.9906764030456543
76,0.9987351894378662,0.9829926490783691,0.9572843909263611
77,0.9932840466499329,0.9756544232368469,0.9907708764076233
78,0.9744132161140442,0.9639050364494324,0.9393865466117859
79,0.9973424077033997,0.9811834096908569,0.9541398882865906
80,0.9960314035415649,0.9728556871414185,0.9875312447547913
81,0.9967544674873352,0.9637018442153931,0.9921261668205261
82,0.9977189302444458,0.9498766660690308,0.9928327202796936
83,0.9989294409751892,0.9051862359046936,0.971666157245636
84,0.9993808269500732,0.9823216795921326,0.9830801486968994
85,0.9962021708488464,0.8518487215042114,0.28550055623054504
86,0.1773211807012558,0.9731370210647583,0.9997905492782593
87,0.9974302053451538,0.9735792875289917,0.9910420775413513
88,0.9800244569778442,0.8628015518188477,0.4794650971889496
89,0.9799602627754211,0.9591679573059082,0.9971594214439392
90,0.9937477707862854,0.9759734869003296,0.9828329682350159
91,0.9855622053146362,0.9114686250686646,0.9010496139526367
92,0.9940613508224487,0.9048324823379517,0.9969092607498169
93,0.994161069393158,0.5599290132522583,0.9911403059959412
94,0.9989855289459229,0.9017894268035889,0.9964675307273865
95,0.9898983240127563,0.954433023929596,0.9902408123016357
96,0.9995149374008179,0.8464483022689819,0.9946601390838623
97,0.9838509559631348,0.6612326502799988,0.9091633558273315
98,0.9241534471511841,0.9771493077278137,0.9930404424667358
99,0.9990577697753906,0.980955183506012,0.9906215667724609
100,0.9979757070541382,0.8333839774131775,0.9676578640937805
101,0.9876773357391357,0.9625636339187622,0.9229653477668762
102,0.9867703318595886,0.9370033740997314,0.9904258251190186
103,0.5362169742584229,0.969120442867279,0.9874040484428406
104,0.546640932559967,0.9694661498069763,0.9777216911315918
105,0.17632851004600525,0.908691942691803,0.873553454875946
106,0.9986992478370667,0.9814521670341492,0.9876938462257385
107,0.15883809328079224,0.9091813564300537,0.9882331490516663
108,0.9899910688400269,0.967341959476471,0.9985852837562561
109,0.9971906542778015,0.9603891372680664,0.9908344149589539
110,0.9927124381065369,0.4986628592014313,0.8970226049423218
111,0.9973384737968445,0.20876215398311615,0.9929076433181763
112,0.9955249428749084,0.8578549027442932,0.25134333968162537
