,0
0,26.555831909179688
1,27.243471145629883
2,29.19521141052246
3,28.97926139831543
4,26.41136932373047
5,24.074813842773438
6,29.8896427154541
7,25.743999481201172
8,24.184694290161133
9,30.701730728149414
10,25.481082916259766
11,23.2500057220459
12,29.76263999938965
13,28.7686767578125
14,28.722143173217773
15,28.059186935424805
16,25.505565643310547
17,31.46304702758789
18,26.909820556640625
19,25.908802032470703
20,19.33902359008789
21,28.56224822998047
22,31.719940185546875
23,29.626087188720703
24,29.124305725097656
25,23.709495544433594
26,27.646448135375977
27,25.371910095214844
28,25.949382781982422
29,29.112060546875
30,27.699382781982422
31,28.80658721923828
32,21.80574607849121
33,30.150461196899414
34,29.914936065673828
35,25.099288940429688
36,29.519168853759766
37,23.334009170532227
38,24.447908401489258
39,25.90542221069336
40,22.45456314086914
41,30.5592041015625
42,22.894962310791016
43,26.086116790771484
44,28.86621856689453
45,23.784347534179688
46,29.578948974609375
47,27.691572189331055
48,24.120967864990234
49,22.988264083862305
50,23.09394645690918
51,21.58359146118164
52,28.75497055053711
53,20.55937957763672
54,24.203388214111328
55,28.791393280029297
56,24.197341918945312
57,27.23741912841797
58,24.488828659057617
59,22.79489517211914
60,25.378437042236328
61,22.23972511291504
62,27.656219482421875
63,26.539981842041016
64,30.569515228271484
65,29.801921844482422
66,25.294570922851562
67,26.67283821105957
68,28.396038055419922
69,21.931804656982422
70,22.6297550201416
71,32.93274688720703
72,23.17253303527832
73,26.476652145385742
74,27.243022918701172
75,27.753585815429688
76,22.810081481933594
77,25.284198760986328
78,29.416074752807617
79,26.894733428955078
80,28.52542495727539
81,21.926437377929688
82,19.32398796081543
83,30.61347770690918
84,27.6663818359375
85,27.80921745300293
86,22.289621353149414
87,28.698997497558594
88,26.10637855529785
89,27.912944793701172
